"id","url","page","nama_mobil","listing_id"
1015,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_kalimantan-timur?page_size=25&page_number=23",23,"indonesia_kalimantan-timur?page_size=25&page_number=23","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_kalimantan-timur?page_size=25&page_number=23"
1016,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_nusa-tenggara-barat?page_size=25&page_number=23",23,"indonesia_nusa-tenggara-barat?page_size=25&page_number=23","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_nusa-tenggara-barat?page_size=25&page_number=23"
1017,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sulawesi-tengah?page_size=25&page_number=23",23,"indonesia_sulawesi-tengah?page_size=25&page_number=23","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sulawesi-tengah?page_size=25&page_number=23"
1018,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_kalimantan-barat?page_size=25&page_number=23",23,"indonesia_kalimantan-barat?page_size=25&page_number=23","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_kalimantan-barat?page_size=25&page_number=23"
1019,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_maluku?page_size=25&page_number=23",23,"indonesia_maluku?page_size=25&page_number=23","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_maluku?page_size=25&page_number=23"
1020,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_maluku-utara?page_size=25&page_number=23",23,"indonesia_maluku-utara?page_size=25&page_number=23","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_maluku-utara?page_size=25&page_number=23"
1021,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sulawesi-barat?page_size=25&page_number=23",23,"indonesia_sulawesi-barat?page_size=25&page_number=23","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sulawesi-barat?page_size=25&page_number=23"
1022,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sulawesi-tenggara?page_size=25&page_number=23",23,"indonesia_sulawesi-tenggara?page_size=25&page_number=23","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia_sulawesi-tenggara?page_size=25&page_number=23"
1023,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_number=24&page_size=25",24,"indonesia?page_number=24&page_size=25","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_number=24&page_size=25"
1024,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24",24,"indonesia?page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24"
1025,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?transmission=automatic&page_size=25&page_number=24",24,"indonesia?transmission=automatic&page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?transmission=automatic&page_size=25&page_number=24"
1026,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?transmission=manual&page_size=25&page_number=24",24,"indonesia?transmission=manual&page_size=25&page_number=24","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?transmission=manual&page_size=25&page_number=24"
1027,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=best.match",24,"indonesia?page_size=25&page_number=24&sort=best.match","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=best.match"
1028,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=modification_date_search.desc",24,"indonesia?page_size=25&page_number=24&sort=modification_date_search.desc","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=modification_date_search.desc"
1029,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=price.asc",24,"indonesia?page_size=25&page_number=24&sort=price.asc","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=price.asc"
1030,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=price.desc",24,"indonesia?page_size=25&page_number=24&sort=price.desc","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=price.desc"
1031,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=year.desc",24,"indonesia?page_size=25&page_number=24&sort=year.desc","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=year.desc"
1032,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=year.asc",24,"indonesia?page_size=25&page_number=24&sort=year.asc","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=year.asc"
1033,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=mileage.asc",24,"indonesia?page_size=25&page_number=24&sort=mileage.asc","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=mileage.asc"
1034,"https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=mileage.desc",24,"indonesia?page_size=25&page_number=24&sort=mileage.desc","https://www.carmudi.co.id/mobil-bekas-dijual/indonesia?page_size=25&page_number=24&sort=mileage.desc"
